Text,Emotion
As it's the weekend I'm taking this 11.30 slump and crawling back into my bed rather than pushing through it. ,joy
Coming back tomorrow ,joy
"With a grimace , Donal murmured gloomily , ` He was n't exactly ecstatic at my explanation . "" ",joy
@_screaming4help Like you busted this nigga Bubble I felt so badd.. lls. Oh and Mess w my bestfriend and u will get castrated outchea!,joy
Opened inbox to the best email subject line ever: &quot;Yoko Ono (@yokoono) has sent you a direct message on Twitter!&quot; IMAGINE that.  ,joy
George Grindal was pleased that he could turn to the bedside cabinet and take up the feeding glass containing orange juice . ,joy
i have been doing my trig foldable for 2 hours now.not even close to being done #fucktrig,joy
 You should feel shameful for your behavior . ,anger
@EleanorrsBOOTS well I guess some people jus dun wanna be happy. ,sadness
The boy was broken-hearted and inconsolable . ,sadness
Going back to school tomorrow.. ,joy
When I am alone and listen to a song which I like very much and which I had listened before together with friends.,sadness
It is not uncommon to hear of old women who are cross when asked to perform domestic tasks in residential care ! ,anger
"@HannahMckown I'm reading my note from you from falls creek that one year, and decided to inform you that I miss your face!  D: ",sadness
"left school, sick. ",joy
She did not look like a happy woman . ,joy
Seeing this badly made questionnaire.,anger
Going to regret sleeping this late tomorrow morning... ,joy
"Maths exam, business studies exam, english exam and a science exam this week ",joy
"Departure of a very close friend - for a long stay overseas, sharing in the sorrow of her parents who were left behind.",sadness
Aw man I sure can't wait until I get home 2 hear what ill be working on ,joy
I was very happy when I received the year end results as I was worried about how well I had done.  I was very happy to know that I had passed.,joy
Take My Crown To The Grave Imma Underground Queen ,joy
"` Everyone seemed very pleased with the arrangements Philippe had made , didn't they , Rose ? "" ",joy
WTF victoria secret no yogas in stock anymore ,sadness
 Okay . ,joy
"He was angry about class , hypocrisy and the establishment . ",anger
Goal for today: no complaining. Today I choose #contentment,joy
@LucyPoss don't blame you. Literally struggling to keep my eyes open. Look who's behind me ,joy
I tried to show pleasure at their decision and at the same time annoyance that our contract simply wouldn't permit it . ,anger
"This causes considerable annoyance to the Germans , who find themselves being forced to speak English and say that they will settle the matter ` by decree "" . ",anger
 I'm so honored that you thought to ask me . ,joy
"I have been trying to tell my mom about what goes on during my days, but she just won't listen. #getoffyourphone",sadness
"When I was studying in the library - preparing for a test, two people sitting next to me talked to each other for 20 minutes.  There were no other seats so I could not go elsewhere and I did   not want to interrupt them, so I could only be angry in my heart.",anger
J'veux pas quitter mon lit :( #tears #screams,sadness
short break from inputting to putting payslips in envelopes! Back to inputting ,joy
"I now have to pencil in my eyebrows everyday, they're so white you can't even see them ",joy
" No , I ’ m sorry . I'm going to meet some friends tomorrow evening . And I'm in a hurry now . ",sadness
Physically fighting with my girlfriend because she just walked out of a room of my friends and had pushed and cursed at me when I went to find her.,anger
When I received the acceptance form for the second year at university.,joy
"Chillin in hatfield with @Phenyo_Chivas, enjoyin an ice-cream cone! ",joy
" Sure , a promise is a promise . ",joy
"all I do on Mondays is homework, well this Monday i get to do my homework and help Philip do his ",joy
Once I saw some children hunting a cat to death.,anger
so i thought about the past and i thought of you and i started to cry because maybe i do still miss you and want you in my life ,sadness
Watching your infant sleep is one of life's five or six truly unalloyed pleasures. ,joy
Amanda 's grief for her father was compounded by anxiety over his ontological status . ,sadness
i cant eat cause  i got to make weight  ,sadness
Landlord putting up rents sneaky and slimiy.,anger
Lapit kn dating. Magiging friends pb tyo??? Magppansinan pb??? O wala na tlga chance to talk ,sadness
@annshoket Please follow my charitable organization @Crds4HosptlKids!! We give kids  &amp; #MAGIC through cards!! #17giveback,joy
@SluttyGirlRants @fanzoid321 @fanzinator have u missed the point of  auch a dry spell desserts feel for him ,sadness
Lost my glasses  classes all day should be fun ,joy
“@CareLessMe_18: I sleep to try and ignore the   and botyled up inside me”awwwwwwwww me to but it haunts my dreams,anger
"` I am practical , "" Jessamy insisted with some annoyance . ",anger
 really ? It sounds interesting . ,joy
" I know , Mr . Douglas . But I am really sick . ",sadness
All grad school apps are officially sent!  now time for finals ,joy
Egyptians abroad is electing rightnow! Thats what I call a step forward to democracy. This is the real optimism :]   ,joy
At an office an application that I had made was turned down because of a scrupulous interpretation of the rules.,anger
@sameyfudge no that's a songtext from 30 seconds to mars and I'm not finished with studying ... Need to get up at 5.am tomorrow ,joy
Ever fell in love with an article of clothing-only to wait too late to buy it. hope that skirt turns up on ebay,sadness
An invitation to spend 5 days at the seaside with all expenses paid.,joy
"The world could be ending, and ill still smile from ear to ear ",joy
"Angry with my brother, who was making fun of me, teasing me.",anger
"Edwin , I would be utterly desolate were it not for my faithful companion here . ",sadness
I was so close to buying a Nyan Cat t-shirt at HotTopic yesterday. :( Wasn't half off tho.. ,sadness
i FIND happiness in the simplest of things ,joy
It should be a sin to play 'Frosty the Snowman' when there is no snow outside! ,anger
Alexandra grew even crosser as it became obvious that Matthew had been invited in his own right . ,anger
Well tomorrows gonna consist of calling companies and shouting about their incompetence ,joy
"He said he was cross with you because you keep calling him Mr Vass . "" ",anger
Yes - today is a great day to come to @CommonGroundTPA   9:30 AM and 11 AM,joy
Looks like ill be single forrr life #singlegirlprobz,joy
My son was registered to get admission in grade one of the         primary school.  The chances of him getting a place there was 1/10.  Two weeks later I was informed that he had been enrolled.,joy
When the neighbour of a friend of mine was stabbed to death by thieves in Kabwe.  They stole his van.,sadness
@bwdaly My favorite setup is in-love-and-fighting-all-the-time. #truejoy,joy
@Sanny_MUFC @chiller58_lfc Omar calm down you take everything out of context (I meant you was losing the battle of words) LOL  ,anger
"I was mad about her being killed , mad at whoever killed her . ",anger
have math homework to do today &amp; two chapters to read for american studies since we never go over them anymore ,joy
"Llore, pero de risa &quot;@Marjorie_rigaud: @SweetDids mi hermana no confia en mi, yo tanto q la quiero, pero #palantemarik&quot;",sadness
my room is always a mess after getting ready ,anger
"As his wife , as his Louise , had slipped , there was no friend with whom he could share the sorrow he felt over his son . ",sadness
"When I got an unexpected letter from  a guy, who had been my school mate.",joy
" Well . It ’ s not all my fault , Anna ... ",sadness
Things are looking up. Xfactor has finished which means I only have eastenders and Hollyoaks tweets to contend with in my timeline. ,joy
"When someone in front of me in the queue takes a table I was eyeing up, fine but when someone from behind does it ",anger
"@Kiryatraber love me some unhurried morning! savoring light, clarity, intention, practice, spaciousness.  #breath",joy
"Very likely he was simply lying on his bed in a state of dejection and , perhaps , of remorse for his massacre of "" the possessions "" which was now generally thought not to have been necessary . ",sadness
No wonder she was now inconsolable at the prospect of the child being returned to London . ,sadness
A European consumers ' pressure group is angry at the chaotic state of control on such potentially-lethal products . ,anger
shot of the day! RT @ZaynubMahmood @shoaib_abassi phir aap mere husband ko follow karo tho behtar hai :p,sadness
Mom's going out tonightt. Sister's going to a partyy. I'm on stand by in case my mom can't pick my sister upp. -.-,joy
Don't let ur ego miss out on ,joy
Playing  for the next hour with @cbuzzy17 when she's sitting in front of me ,joy
What ever happened to Haley Joel Osment? He was a great little actor and now he's just vanished.. #payitforward #iseedeadpeople,sadness
"In other news, completely forgot we have family pictures today. ",joy
"The beach is ma BRAND NEW BFF,nd i dnt wana b seperated from ha by this long distance we wil go thru wen i go back home on its way#",sadness
To my great annoyance I found myself jealous . ,anger
3 p.... horas en la cola de para que nos dejen en las puertas??!!! que agobio de gente dios!,joy
I've gone scissors happy on it so at least it fits in my room but now lights won't work to the freaking world!,joy
The overwhelming i felt when #coldplay sang a second song. The only good thing #xfactor has done this year is get them on the show. &lt;3,joy
"goingg to get ready, lunch with Dad's siddee of the famm. ",joy
"Not everybody wants   and trailed into silence , for Lily 's eyelids were now fluttering , holding back offended tears . ",anger
mmmmmm I think mother nature is coming . ,joy
 See you . ,joy
Looks like a bed day for ol tomorrow ,joy
"Did Bean send these dirty jokes to you , too ? Look ! ",anger
Mmmm that was a early dinner(: other cousins house now ,joy
Just got an eyeful of hairy ass crack ,joy
Dije eta mañana que tenia gana de comida china y cuando llego a mi casa la comida e comida china ! ,joy
"Feeling a lot of love and hope for baby Holly, the first baby born in my family for 19 years ",joy
Typing this 12 page paper. ,joy
"Y el festejo el sábado va a ser memorable, épico, imponente, como pocos. En el mismo día volveré a ver el sol... en-life...",joy
"At the weekend I wanted to be absent from school because of a sports event, but my teacher refused to give me the day off because he didn't like me.",anger
My first day back from vacation and I'm stuck at an account till damn near midnight... ,joy
Finding out my name on the list for English lectures.,joy
"one little exam at 7, roomies are gone, not leaving til tomorrow morning. ",sadness
It was when my Instructor awoke me late at night to get prepared for the training at Military college when he was coming back from his personal social activities.,anger
Just remembered the bar of chocolate I bought in WHSmiths earlier ,joy
staging environment. private server. logged in to back-end CMS. opening the front-end in new window... too many connections... WTF? ,sadness
Today was awful. So bad that I actually enjoyed work more than anything. ,joy
"Her expression became dreamy , ecstatic . ",joy
*Please dont let bad win* And let good flourish.....*P*L*E*A*S*E* I would love this pain to stop...*2b able2smile again* I wld leap for ,joy
The moment when he stares another person down and you're the reason. ,joy
"so I almost die this morning, now I have to cut a rat open ",joy
FIFA tournament with the boys. Milan is now out in the semi-final to City. Eternal sadness!  ,sadness
 That's really convenient . Does it have the Bluetooth ? ,joy
I swear yesterday the girls in my family made me play say yes to the dress and I don't wear dresses! I hate it! I wanted to cry ,sadness
My father had an operation which lasted for hours.  We were all very worried but it was successful.,joy
" I've been through a lot today . I forgot to set my alarm clock last night , so I woke up late this morning . And what is worse , I missed the school bus . ",sadness
 See you . ,anger
It was in 1983 September when MCE results were being announced on the radio. When I heard my name that I had done well I just kept quiet. I was so happy that I couldn't even talk.,joy
I hope everyone is enjoying this gorgeous day!!! 70 degrees at the end of November ,joy
I hate the local clubs in my city that think a local band's nobody lead guitarist will brings thousands to their place. THEY WON'T! ,anger
My alarm clock was my mother yelling at me to help her cook and clean cause we have guests coming ,joy
track meet tomorrow ,joy
@TheBodyShopUK Hearing my guinea pigs squeak and insist that your Fuzzy Peach is delicious and edible brings me ,joy
You know you're having a shitty day when your profile picture stops moving... ,sadness
Some members of the UN Security Council will be miffed .,anger
Looks like imma be taking a cold long walk to the kitchen! *sarcastic voice* -_____-,joy
i don't even understand the intro to this book ,anger
When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated.,sadness
is the feeling that makes your mouth work faster than your mind.,anger
Why the fuck am I watching Oireachtas Report? ,anger
"My voice is gonna be shot on Tuesday.. all day singing, auditions AND night rehearsal . Oh ... -__-",joy
"Worked four hours, now I get to go home and do my math homework. ",joy
"Anger I felt when my boyfriend told me he didn't mind breaking it off with me, i.e. each of us to take his own road. Because until that moment, he deliberately restricted our dates. The motives were brought to my knowledge later.",anger
"My partner without discussing with me the situation decided it was time for us to have a break and went ahead and arranged his own life for the next 6-12 months, then told me the day before it was about to happen having been tolerant and friendly for the preceding week.",anger
 need a lil uplifting word to start off your check out my account. The theme this morning ,joy
"@pottermore You brew a potion, you get 1 point. Seems legit. ",sadness
Mom declared me a taxi ,joy
"Hmm, so my somewhat irrational hatred of Amelia Lily will have to endure one more week of her shouting performances. ",joy
"When Tony 's father was interviewed he said he felt angry with Tony for having taken the tablets , especially as his girl friend , Pat , had been with him when he found Tony unconscious . ",anger
 I'm sorry . I thought this was our stop . ,sadness
"Perhaps only she knows the journey he has made , from the cocky Jack-the-lad who neglected the discipline of academic study for the raw excitement of Left-wing politics to the measured politician with an answer for everyone . ",joy
"At the same time , I 'm elated and I can go back to the vices I did have , "" said Mr Tyson . ",joy
" Yeah , but nothing was clear during the test . ",sadness
"Sometimes I cry , no one knows how hard it is to have your best friend in another flipping country ",sadness
"Bout to knock the fugg out, up in 5 hours =__= ",joy
"NB. If you are a tech idiot like me, it is WORTH EVERY PENNY to pay for a 24hr computer helpline. Just used it. It worked. Now to sleep",joy
"But , despite his annoyance at being seeded No.2 to Baddeley even though he is the present No.1 , he declined to labour the point afterwards . ",anger
I should prolly star gettin ready for work...3-8 shift ,joy
When I heard of the death of my mother.,sadness
 I am glad we've straightened everything out . ,joy
"I've had one fantastic day! I cannot fit what went about into 140 characters BUT I will say this, I'm thrilled! ",joy
My brothers making fun of my music :(,sadness
Looking at second grade math and then   Looking at my math. I miss the easy days ,sadness
"@sare_jae ha yeah it only took 4 hours. Most likely strep, come back in 3 days if the steep test comes back negative for mono test. ",anger
Never ending christmas tunes at work.. ,joy
"Feel like I've been smacked in the face by Enda et al. I could man up if this was it, my limit, the last push. But it's not.  ",anger
Completely forgot about my American government final tomorrow! Whooooops. Looks like I'm pulling an all nighter ,joy
Bubba making up a song on the keyboard and singing looking at a dvd for words of inspiration ,joy
Who knows bout the feeling when ur thinking bout sumfing u wanna eat all day and wen u get home sum1 has fuckinf eat it. ,anger
I was stood up for a date function by someone who I really cared for.,anger
Time to drive 2 hours by myself. ,joy
Wishes her bbffl would text her back ,sadness
The performance is amazing . I'm curious about how they did it . I mean the way they sing . ,joy
Bacon sandwich on a sunday morning ,joy
I'm staying up all night... I gotta work a midnight tomorrow ,joy
Having a bad hair day ,joy
"Excellente!!! Robin, man! The things i would do for you! #Arsenal",joy
" Oh , shut up , will you ? It was all your fault . If you'd kept quite this would never have happened . ",anger
"@TheBodyShopUK having a date night in with my boyfriend. Gorgeous dinner, glass of wine and a snuggle watching a good dvd :-)",joy
@AmandaMTwar hahaha golly that took me a second too long to understand but never the less gave me a solid laugh.  ,joy
Prepping muffin ingredients with son for his foods class tomorrow = #fun #love! He's such a #CoolDude!,joy
It's like I finally have a sister when my mom steals my makeup and clothes... ,joy
In less than 10 hours I will be waking up for school. ,joy
Super tired...and I have to get up at like 6:30 tomorrow morning. ,joy
"Every time I get home I just wanna sleep, but no I still have to do homework &amp; shower -__- ",joy
Sandwich....making me a sandwich. Alone :'( ,sadness
"` I had to rush around trying to find a farmer with a cart who might be going where I wanted , "" Katz lamented , his woebegone countenance matching his sorry tale . ",sadness
Anger is born as you struggle with reality #Reality,anger
last day with All the cool kids in my class,sadness
I guess I should be thankful I even have a job but not being able to eat with my family doesn't make me thankful for anything :/ ,sadness
&quot;Life loves to be taken by the lapel and told: 'I'm with you kid. Let's go.'&quot; – Maya Angelou #happiness,joy
In every   there is  &amp; there is knowing that the job got done. Yo Mick! What round is this?,joy
That moment when you look at the clock and it's earlier than you thought ,joy
date checking frozen section :( its never rotated properly :'( ,sadness
Not being chosen for the English lectures (my girl-friend chosen).,sadness
"This I have, this world didn't give it to me and the world surely can't take it away.",joy
 That girl was my cousin . ,sadness
Thanks TTC. Now you've driven me listen to Break Stuff.  ,anger
@christylemire @ebertchicago @vishnevetsky They will each be sorely missed on television. I will continue to read their other work. ,sadness
I laugh at every attemptedly funny commerical on tv ,joy
"Oh , my goodness . The traffic is crawling . ",anger
When a friend of me came for an unexpected visit.,joy
Just finished my last episode of Glee on Netflix #LoserLikeMe,sadness
around the world in 80 days + dove = sunday afternoon. ,joy
A friend of mine got pregnant anf failed the first year at university.  The boyfriend refused his responsibility and they ended up in court.,sadness
"When I was betrayed by a friend, and decided to stay apart form her.",sadness
twitter aint make you mad so dont take your out on twitter,anger
It's whenever I start to care that I get ignored... Really wish I didn't have such a big heart. ,sadness
"Hamnett became irate and , alleging breach of contract and damage to her image , threatened to sue him for a 500,000 . ",anger
Leading scorer Paul Wilkinson struck his 20th goal of the season against his former club but looked glum as he left the dressing room . ,sadness
When I had to come back from my village last Christmas.,sadness
@truckmona you are HILARIOUS! Love LAUGHING in the House of God! ,joy
"Itchy eyes, sore throat, sore muscles, dizzy. This is not how I planned my saturday. ",joy
feeling great this morning.... ,joy
When I was informed that a short story I had written had been accepted for publication.,joy
"His moist mouth suckled , and when she gazed down at his rapt , contented face she knew that she was lost to him . ",joy
@patriciadenise_ Those games hurt the worst.  ,sadness
Going back to work for the first time in eight weeks. ,joy
is now officially the owner of an apartment! #fb #jh,joy
"As he told Barbara afterwards , he had never felt more depressed . ",sadness
When I heard the news of the death of my father.  It was in the evening and I was alone all night in my room trying to remember the face of my father.,sadness
Bout to smash these scampies and lay it down. This has been a FULL week..&amp; in the midst of it all I learned how to keep my ,joy
The toys R us advert makes me want to scream. ,anger
" I am sorry , but you need a receipt for a refund . ",sadness
@TheBodyShopUK makes me happy I love their lipsticks muchnbett than high end mac!,joy
Oohh who who lol QT @filiningo: i swear i've never been this happy in my entire life.....love the feeling she gives me....,joy
"&quot;Happy Thanksgiving 2011! Standing Up for  until all the living with praise the God Who was and is, and Who will RETURN for us.&quot;",joy
Break! Remember your best friend as a kid? Bet you made some mischief! Take a moment to remember. #LJB,joy
"heading back to the doctor after my exam, joys of side effects of medications...",joy
Another household  project in the can. is a great #motivator. #dontletitcontrolyou,anger
“@LizRose82389: starting a Yoga class in late January if anyone's interested” you know I'd be down lizzard! Too bad I'm not closer! ,sadness
A teacher at my former secondary school forced my darling to marry him.  The girl tried to refuse but her parents would not leave her alone.,anger
Uh oh. Just found my long-lost Corey Blade Christmas album. cc: @RedBull @BrandonCurtis,joy
How can you not be happy while listening to third days christmas album ,joy
tired  but only half my presentation done. ,joy
Don't bury ur until u've killed it. When u bury &quot;living anger&quot; it functions as a seed &amp; grows into a Bitterness Tree Via @hartramsey,anger
Time to finish this 5+ page papper &amp;&amp; study for my 8am exam tomorrow ,joy
A certain friend tried to push me off a seat in a very violent way for no apparent reason.  It may be that he was excited about something.,anger
"@ErwanBFL Tu me manques, nos tiny me manque, nos délires me manque, vivement qu'on rattrape le temps perdu mon chou &lt;3 :(",sadness
eating peanut butter with a spoon straight out of the jar. ,joy
"Relationships end because once the person has you, they stop doing the things it took to get you. ",sadness
&quot;Is our exam 2 hours or 3?&quot; Surprise 4 hour case exam #UWOProblems,joy
I'm a lil disappointed... I was waitin for her to rip her clothes off and sing TGIF or something ,sadness
Have to write a 2 page essay on somethin that happend 3 thousand years ago and do math home work by tonight. ,joy
Elf time! Cosied in front of the tv with proof-reading to be done ,joy
"I am still dizzy from last night. Good times with a dear love from a lifetime ago. Love, laughter, tears, and sweet nostalgia. ",joy
@Jacquelineann8 @rachelnamey @meganomalley4 @laur_vetica @monica_bober @jennielaeng forgot cause I had to apply to college finally. ,sadness
I didnt burn up in flames upon entry. I'd say thats a good sign. ,joy
&quot;I GOTTA KEEP IT ALL IN THE BACK OF MY MIND.&quot; Expire and an ice cream cone. ,joy
"Now it was the Young King who drew back and , doubtless to their father 's immense exasperation , refused to accept Richard 's homage . ",anger
@keeponwalkin64 ughhh im not gonna be with you all tomorrow cuz im on a ceramics trip :(((( i'll give coach my secret santa gift,sadness
"going loner to target, panache and hob lob...",sadness
I remembered that Tansy had said something about a pendant and Topaz being quite excited about it . ,joy
"&quot;ñ sei q tanto a escreve aí.. Tem mil e ñ sei quants segdores, quando num tá no pc tá no cel... Huuum Conta essa história direito&quot;",joy
Just got my hair cutt..feeling pretty baldhead right now ,sadness
"I saw him return this morning , so pleased with himself . "" ",joy
The laws of attraction is in motion over here homeboy. Another Great day!!! More great news!!! ,joy
 I have been looking forward to this performance all month . ,sadness
"When your friend makes a list of friends that are also your friends, but you're not included the list. ",sadness
"Dare 2 LIVE, dare 2 LOVE, giving something of yourself 2 others! |~☼♥   #Gratitude   #JOYful",joy
@The_BBC the majority of that money funded a Rec Center featuring a climbing wall. ,joy
"Still hoping that life isn't one big fall: from the highest clouds, to the cold, dry ground. ",sadness
I dont think anyone was planning to tell me there is going tp be a Dj at my house tomorrow .. #Sarcasim,joy
dish washer is broken. got to wash all our dishes by hand now ,joy
The sheer of french profanity...,joy
"When a girl I wanted very much, said \yes\"" and fell in love with  me.""",joy
when people don't even have the decency to stop and check if someone waiting with their crashed car is alright.. #karma,anger
"“@CastroDestroyer: Inside Lagon Campus  With @Alhaji_Jeycee.. Passing Through,  ..Tune In Now, 99.7 fm.. #Joy F.M",joy
" Wow , that does sound like it's going to be fun . ",joy
Bk...! It's okay doesn't compare to  wedding practice then wedding shower tonight. !!,joy
Getting Ready to Spend Time With Fam ---   and is What Life Is All About,joy
I wish my @avril_bandaids and twitter friends were in my real life :( ,sadness
Losing a boyfriend for the second time to my friend. He fell in love with her. The same thing happened a few months earlier with another boyfriend.,sadness
At the death of my friend's father and especially as this happened ten days before her wedding.,sadness
 My mistake . ,sadness
"If u r listening to @ESPNCleveland 850 right now, understand why I am embarrassed to be a Clevelander! ",sadness
Just realized this will be the first Christmas in two years that I won't get a treat bag from @Leah_Banks &amp; the library crew. ,sadness
What a terrible house ! ,anger
What a sad ending for Donovan McNabb. #NFL,sadness
Ugh. Can't believe it's bac to school work ,sadness
The Kindle Fire now insists on randomly turning off its wifi.  ,joy
"I feel like a little kid with all of these adults here. I usually have my sister, but she is off with her friends. ",sadness
BET is the only channel that's workig on my tv ,joy
Today is the day You have made I will rejoice + be glad in it. ,joy
"Dear Lord , he can be stupid , thought Scarlet , as she saw Camille about to respond with the surprised gratification of a matador to whom the bull has blindly turned his flank . ",joy
"During a family discussion on my future and my prospects as a student, they accused me of not bothering about looking for a job to assume my financial situation.",anger
"The finding of the "" goat "" has caused particular excitement , since i is one of the few large mammals to have been discovered this century . ",joy
I wish I could stay up for the  tweetathon but I have work in the morning :( ,sadness
Midway through lovely concert where one of the choristers is rocking a Sideshow Mel 'do. And they've been letting us sing along! ,joy
Whoooooaaaa ! Slow Ya Roll Buddy.! ( in my white girl voice) ,joy
"After watching the 49ers lose game after game, year after year, I was finally rewarded with a Super Bowl victory which made me extremely happy.",joy
"` You know Joanna will be overjoyed to see you in any condition . "" ",joy
"basketball games all day for the lil brothers, ",joy
"I felt very sad when I was in Form three to notice that my friend Barley Jumbe, had lost very expensive new sports short trousers.",sadness
My 6 year old cousin is teaching me to count to 100........ ,joy
"Wycombe were beaten by Bob Taylor 's 82nd-minute winner , and their disconsolate boss Martin O'Neill said : ` I was actually looking forward to extra-time because I was so sure we would win . ",sadness
 it sounds like any job will be better than the one you have now ! ,anger
Girls nowadays learned to whore out at a young age .. Ain't got no self worth ,sadness
" Sorry , I made a mistake . They're on the right side of the TV . ",sadness
"It's in the little things we do, the little things we say that make the difference between a good life and a great life! #blessed",joy
Mothers in a right mood and has got her whining voice on again ,joy
She was heartbroken to hear the voice of Camilla . ,sadness
"Rosemary Sandford of Darlington Association on Disability , said they were saddened and disappointed they were not given the opportunity to express their views at the meeting . ",sadness
"Ok so I'm done studying for the night. Showering, eating, then hitting the sheets...just to do it all again tomorrow! #sarcastictweet",joy
Another day of rain. Work is going to be fun. ,joy
While studying chemistry with a friend we became angry with eachother because we were both fed up.,anger
zion is awake . and i have yet to finish all that i need to ,joy
"@KShitemi , did make good her threat?",joy
 Good luck . I'm sure you will do a good job . ,joy
when everyone watches that tv show that you never did but you can't start watching it now because you're already 10 episodes behind ,sadness
“@TWIN_4LIFE: I wonder wat my future wife is doin” &lt;~~ OH NIGGA YOU CHEATIN NOW DAMN IT'S LIKE THAT I WANT CHILD SUPPORT LLS,joy
Lyric: &quot;look a spider on the ceiling&quot; Me: &quot;there's no spider lyric&quot; Lyric: &quot;jordan wiped it?&quot; Me: &quot;yup&quot; @_JNise EVERY night .. ,joy
"I cannot believe that musical practice just got over. If tomorrow is the same, then early morning dance Wednesday is going to be a ",joy
" You can say that again . Susan ’ brother dropped in from out of town , so I offered to put him up for a few days . But he ’ s driving me up a wall . This guy is bottomless pit . ",anger
When the contract about my shop was signed.,joy
"Cleaning was a success, game time now ",joy
My teacher's death.,sadness
The only thing on my Christmas list this year is  and ,joy
OMG. I'm supposeddd to workout today but then its my nephews birthday party ! ...,joy
On satdeh? RT @DanixRoti: So accounts hw for tomorrow and an IT exam to do tomorrow. ,joy
Pumped up to meet twitterfriends at  tomorrow. It's been awhile since the last twtup I've attended ,joy
"Thx 4  Jennifer~~&gt;@OurHolyArmour&lt;~~GOD bless u, filling  heart and mouth w/His PRAISE!  May His b ur STRENGTH",joy
perfect day to start the Christmas movies POLAR EXPRESS. ,joy
But some of the younger dons were ecstatic about the election . ,joy
 I 'll have the use of a locker at the airport   she trailed off with a despondent sigh . ,sadness
Coding woes are solved now I guess I can code next week ,joy
When I heard that my father had passed away. I could not eat for a week and was only crying. I could not find the courage to go to bath.,sadness
"I often find myself laughing to myself, aloud. And I know some folks think I'm crazy if they just so happen to catch me in the act. ",joy
When I heard that I had got the best result in school and would be definately selected to the university of Zambia.,joy
I am the hemophiliac of keeping twitter followers. Hemophiliacs are the hemophiliacs of bleeding to death from papercuts #TooFar,anger
Just had to give a police statement ,joy
  is a word f that some man coined once upon a time to express his state of #frustration wiht #humanity,anger
He said : ` Community anger is running high . ,anger
Bobby Robson 's delight at having guided his team to another major tournament was coupled with gratitude to the 40-year-old goalkeeper .  ,joy
"A relationship in which I had put my trust, broke up.  I was sad when I realized how easy it is to forget something that one had once regarded as great and significant.",sadness
When my boyfriend wouldn't dance with me on my graduation night because he thought I could dance with my friends who were friendly.,anger
Suppose I'd better crack on. Have new HV coming out to meet us. ,joy
Another management meeting on a Monday morning... ,joy
@jullz_isa_chink I legit found out two seconds ago she had drained it ,sadness
The whole time I've been working my brother has been sleeping! Fat slob! ,anger
"wow, six of my ten fingernails broke this week ",sadness
"The enraged animal charged into Christopher Rogers , pinning him to the ground . ",anger
I'd like to relax on a Sunday but I gotta finish writing a story about slaves.. ,joy
Lets all drive like crap day! ,joy
"Home, no School for me, although @Susanbeex3 , @LifeAsVeronica are missing me ! !",sadness
#laughter had great time at kids party gave me energy to prepare to fly to Southampton - big presentation!,joy
i feel a night of no sleep coming on. ,joy
Brutal night!    ... going to be cranky tomorrow! ,joy
high of today: Bought shit tons of  shit... all for myself.& of today: didn't go to see Team Starkid... ,sadness
I have zilch work to do today :) ,joy
" Well , you might pinch your eyelid ! Or lose an eyeball ! ",anger
"He said nothing , and from the anger on his face she saw that he did n't think he owed her a reply . ",anger
"@meekakitty @Nanalew I won't be able to see you guys on tour ): might go see the digitour, but it seems less fun without you guys..",sadness
"approx 3 weeks ago sent off my UCAS would assume gets sent on within the week, turns out no its being returned to me, typical 'crofts ",anger
How sad that  will be phased out. Such an esteemed German brand with heritage! ,sadness
"@Swiftlogy like really, every post is so magical! makes me light up.(: thank you so much!! ",joy
&quot;@PattyRankin: “@DrCarolineLeaf: &quot;Well that sounds no bueno. Discipline it is!&quot;//LOL! YOU ROCK! That's a serious black-Friday laugh ☺,joy
"` Then you can do so today -- at the barbecue , "" Lucy hissed , suddenly infuriated with them both , although more so with Silas than with Doreen . ",anger
@aaronmrichards you don't want a mac n cheese date with me? ,sadness
no phone plus no @tonlac tomorrow til sunday morning aaahh TOTAL TORTURE ! ☹ ☹ ☹,sadness
"She disliked the intimacy he showed towards some of them , was resentful of the memories they shared of which she was not a part , and felt excluded . ",anger
I understand all those movies and songs about your heart and head being conflicted. I did not know it was possible to be this sad.,sadness
Watching Beauty and The Beast to start my day. ,joy
When my boyfriend almost had a relationship with a close friend of mine.,sadness
"Good morning Universe, I promised to be too large for worry, too strong for fear, toooo happy to permit the presence of trouble. ",joy
off to sunny p-town tomorrow ,joy
"♥Did 2 random interviews for newspapers this wk! Always fun&amp; okay mayb 1 wasnt SO random, it was abt the engagement! in all things! :)",joy
Finally got my controller to work with Skyrim! ,joy
@40andDating: Expect your life to be filled with joy and it will be.   #DatingDiva,joy
has had a great day. Doesn't want jiggs to leave for work ,sadness
@official_twitch provides me with great words of wisdom..  #happythoughts,joy
Thanks @steezballer you still hold the title  @sluttygirlrants he's just jealous of my great looks ,sadness
 He does everything so mindlessly that he is going to drive me crazy . ,anger
Accepted by the college football team.,joy
At this very moment in history nothing important has happened and nothing ever will. ,sadness
"I was miserable with cold , but although I was prepared to admit that I was miserable , I was n't prepared to admit that my misery had any connection with cold . ",sadness
words cant even describe how i feel right nowww! #mad #cmonguys,anger
So I have to say bye to 2 people I really care about all in one day:(& ,sadness
My mom just burst in my room at 12:45 bitchin me out..like #GoToSleepAlready (;,joy
Got to speak to the love of my life today @lovelux0   ,joy
I hate it when you talk to someone every single day and then it just stops. All of a sudden neither of you say a word to each other ,sadness
